Name	Set	ImageFile	Rarity	Type	Keywords	Allegiance	Cost	Asset	Attack	Armor	Structure	Speed	Mass	Armaments	Text
Vehicle Repair Barn	Arsenal	AR102	Common	Command	Resource	Inner Sphere	0			4	3				{T}: {R}{T}: Repair 1 point of damage to each of your Vehicles. Use this ability only during your Repair/Reload phase.
War Funds	Arsenal	AR103	Common	Command	Resource		1			4	3				{T}: {R} Scrap War Funds to search your Stockpile for any Resource card, show that card to all players, and deploy it. This does not count as a deployment. Shuffle your Stockpile afterwards. Use this ability only during your Deploy phase.
Warrior H-8	Arsenal	AR104	Common	Unit		Davion - Steiner	1		1	0	3	Fast	20 tons	4 SRMs	Vehicle (Activates, attacks, guards, and blocks like a 'Mech. If damaged, roll a die. On a 6, scrap Vehicle.) VTOL (Vehicles with VTOL cannot be blocked by patrolling 'Mechs or by patrolling vehicles without VTOL.) If Warrior H-8 is fully constructed when you reveal it, you may immediately place it in your Patrol region.
Weapons Depot	Arsenal	AR105	Common	Command	Resource		1			3	3				{T}: {R} Logistics (If you have Logistics in play, you may restock a card from your hand at the end of your turn.) Munitions (If you have Munitions in play and you roll a 3 on a missile roll, each of your missiles deals 3 damage.)
Yellow Jacket	Arsenal	AR106	Common	Unit		Davion - Steiner	0+3A+2L		2	0	3	Moderate	30 tons	Gauss Rifle	Vehicle (Activates, attacks, guards, and blocks like a 'Mech. If damaged, roll a die. On a 6, scrap Vehicle.) VTOL (Vehicles with VTOL cannot be blocked by patrolling 'Mechs or by patrolling vehicles without VTOL.)If Yellow Jacket attacks and is blocked, it may deal 1 of its damage to the target. You may deploy Yellow Jacket revealed to gain an additional deployment this turn.
Zephyr	Arsenal	AR107	Uncommon	Unit		Inner Sphere	5+1L+1T		3	1	5	Fast	40 tons	3 Med Lasers, 6 SRMs	Vehicle (Activates, attacks, guards, and blocks like a 'Mech. If damaged, roll a die. On a 6, scrap Vehicle.) ECM (Each 'Mech in a group that includes at least one Mech with ECM gets +1 armor.)If Zephyr is fully constructed when you reveal it, you may immediately place it in your Patrol region.
Zhanzheng de Guang Terrorism	Arsenal	AR108	Uncommon	Command	Subterfuge	Liao	3+4P								Scrap Zhanzheng de Guang Terrorism when it is revealed. Choose an opponent. If that opponent makes any deployments during his or her next turn, deal 4 damage to his or her Stockpile. If not, deal 2 damage to your Stockpile. You may make an additional deployment this turn when you activate Zhanzheng de Guang Terrorism.
Alshain (CE)	CommandersEdition	CEB001	Box	Command		Ghost Bear	0								{T}: Scrap a card from your hand to activate a 'Mech in your Construction Region that is fully constructed. Put a +1 attack counter on it for every 3 construction counters above its cost. Use this ability only during your Deploy phase.
Huntress (CE)	CommandersEdition	CEB002	Box	Command		Smoke Jaguar	0								{T}: Scrap a card from your hand to choose one of your Mechs. Re-roll all of the missile dice for that Mech. Use this ability only after all of the missile dice for that 'Mech have been rolled.
Ironhold (CE)	CommandersEdition	CEB003	Box	Command		Jade Falcon	0								{T}: Scrap a card from your hand to repair up to 3 damage to each of your Units. Use this ability only during your Repair/Reload phase.
Luthien (CE)	CommandersEdition	CEB004	Box	Command		Kurita	0								{T}: Scrap a card from your hand to give your attacking 'Mech +1 attack. Use this ability only during a Mission, and only if that 'Mech is attacking alone.
New Avalon (CE)	CommandersEdition	CEB005	Box	Command		Davion	0								{T}: Scrap a card from your hand to get +2 initiative. Use this ability only during a mission.
Strana Mechty (CE)	CommandersEdition	CEB006	Box	Command		Wolf	0								{T}: Scrap a card from your hand to choose one of your Mechs. That 'Mech may attack as if it were one speed faster this turn. Use this ability during your Missions phase, but not during a mission.
Terra (CE)	CommandersEdition	CEB007	Box	Command		ComStar	0								{T}: Scrap a card from your hand to look at your opponent's hand and discard one card at random from his or her hand. Use this ability during your Missions phase, but not during a mission.
Tharkad (CE)	CommandersEdition	CEB008	Box	Command		Steiner	0								{T}: Scrap a card from your hand to gain {R}. Use this ability only during your Deploy phase.
Accelerated Turnaround (CE)	CommandersEdition	CE001	Uncommon	Command			2+2L								Scrap this card when it is revealed. You may activate this card only at the end of your Missions phase. For each construction counter above the cost of this card, you may untap one of your Units.
Adam Steiner (CE)	CommandersEdition	CE002	Rare	Command	Unique	Steiner	3+5P+4T		0	2	3				{T}: Choose any Unit and untap it. Use this ability only during your Missions phase, but not during a mission.
Aerospace Fighter Mission (CE)	CommandersEdition	CE003	Uncommon	Command			4+5P								Scrap this card when it is revealed. Choose any number of Units and/or sites and deal 5 damage to them divided any way you choose.
Airstrikes Close to Home (CE)	CommandersEdition	CE004	Uncommon	Command		Rasalhague	2+6P								Scrap this card when it is revealed. Look at an opponent's hand. For each construction counter above the cost of this card, you may choose one card from his or her hand. That opponent scraps the chosen cards.
Albatross Revised (ALB-3U) (CE)	CommandersEdition	CE005	Rare	Unit		Marik	6+3A+3M+3T		4	3	7	Slow	95 tons	2 Lg Lasers, 15 LRMs, AC/10	Missile 1 Overheat 2: +2 attack
Aletha Kabrinski (CE)	CommandersEdition	CE006	Rare	Command	Unique	Ghost Bear	2+1T		1						+1 initiative, +1 attack Prevent up to 3 damage to 'Mech piloted by Aletha Kabrinski. Use this ability only if that 'Mech is fast or moderate, and only during a mission.
Alex Mallory (CE)	CommandersEdition	CE007	Rare	Command	Unique	Davion	3+3T+3P		0	3	1				{T}: Look at any opponent's hand and choose any card in it. That opponent restocks that card and draws a card. Use this ability only during your Missions phase, but not during a mission. Scrap Alex Mallory to roll a die: 1-6, gain +(1-6)resources. Use this ability only during your Deploy phase.
Anastasius Focht (CE)	CommandersEdition	CE008	Rare	Command	Unique	ComStar	4+5P		0	5	2				{R}, {T}: Choose any Inner Sphere Unit and any Clan Unit controlled by different players. Tap one and untap the other. Use this ability only during your Missions phase, but not during a mission.
Annihilator (ANH-2A) (CE)	CommandersEdition	CE009	Rare	Unit		Wolf's Dragoons	7+1L+3M		5	3	7	Slow	100 tons	4 Med Lasers, 4 AC/10s	Alpha Strike: +4 attack Annihilator cannot block unless guarding.
Anvil Revised (ANV-3M) (CE)	CommandersEdition	CE010	Uncommon	Unit		Marik	5+3A+3T		4	2	6	Moderate	60 tons	2 Lg Lasers, 2 Med Lasers	Jump (-1 attack: +1 initiative) ECM (Units in groups including any with ECM each get+1 armor.)
Arms Reduction (CE)	CommandersEdition	CE011	Rare	Command			3+8P								Scrap this card when it is revealed. Players cannot spend more than {R} {R} on construction counters each turn. Any player may pay 5+3P during his or her Deploy phase to end this effect.
Arrow IV Battery (CE)	CommandersEdition	CE012	Uncommon	Command	Artillery		1+1M+1L		0	0	3				{T}: Choose any site and deal 1 structure damage to it. Use this ability only during your Missions phase, but not during a mission.
Assassin (ASN-23) (CE)	CommandersEdition	CE013	Uncommon	Unit		Inner Sphere	1		1	1	3	Fast	40 tons	Med Laser, 5 LRMs	Jump (-1 attack: +1 initiative)
Assault on the Rear Echelon (CE)	CommandersEdition	CE014	Rare	Command			2+4T								Scrap this card when it is revealed. For the rest of this turn, after each mission, deplete all patrolling Units that blocked the mission
Atlas (AS7-D) (CE)	CommandersEdition	CE015	Common	Unit		Inner Sphere	7+1L		3	3	11	Slow	100 tons	20 LRMs, 6 SRMs, AC/20	Missile 1 Alpha Strike: +2 attack
Atlas Revised (AS7-K) (CE)	CommandersEdition	CE016	Rare	Unit		Kurita	8+2L+2M+2T		3	3	11	Slow	100 tons	Gauss Rifle, 20 LRMs	Missile 1 Overheat 4: +3 attack Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Atlas.) Long-Range 2 (If Atlas is blocked, it may deal up to 2 of its damage to the target.)
Avatar (AV1-OC) (CE)	CommandersEdition	CE017	Uncommon	Unit	Omni	Kurita	5+1T		2	2	8	Slow	70 tons	PPC, 20 LRMs, AC/5	Missile 1 Overheat 1: +1 attack C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack.)
Awesome (AWS-8Q) (CE)	CommandersEdition	CE018	Common	Unit		Inner Sphere	6		4	3	10	Slow	80 tons	3 PPCs	Long-Range 1 (If Awesome is blocked, it may deal 1 of its damage to the target.)
Awesome Revised (AWS-9M) (CE)	CommandersEdition	CE019	Common	Unit		Marik	8+4A+4M+4T		5	3	10	Slow	80 tons	3 PPCs, 4 SRMs	Overheat 2: +2 attack Long-Range 3 (If Awesome is blocked, it may deal up to 3 of its damage to the target.)
Bait and Switch (CE)	CommandersEdition	CE020	Uncommon	Mission											Play only during battle. Roll a die. 1-2: Draw a card after the mission. 3-6: Choose one of your engaged Units that has not dealt damage. That Unit is removed from battle. Tap one of your untapped Units that is not engaged in the battle; that Unit joins the battle. (Errata)
Banshee (BNC-5S) (CE)	CommandersEdition	CE021	Common	Unit		Davion - Steiner	8+2A		5	3	9	Slow	95 tons	Gauss Rifle, 2 PPCs, 6 SRMs	Overheat 4: +3 attack
Bearer of McKennsy Hammer (CE)	CommandersEdition	CE022	Rare	Command	Pilot	Steiner	2+2T								+1 initiative Whenever 'Mech piloted by Bearer of McKennsy Hammer attacks or blocks, roll a die: 1-3: No effect. 4-6: Untap that 'Mech after the mission.
Behemoth (Stone Rhino) (CE)	CommandersEdition	CE023	Rare	Unit	Omni	Smoke Jaguar	11+3A+4L+4M		8	3	11	Slow	100 tons	2 Gauss Rifles, 2 Lg Lasers	Overheat 1: +1 attack Jump (-1 attack: +1 initiative) Long-Range 2 (If Behemoth is blocked, it may deal up to 2 of its damage to the target.)
Berserker Revised (BRZ-A3) (CE)	CommandersEdition	CE024	Rare	Unit		Davion - Steiner	9+4A+4T		4	4	11	Slow	100 tons	PPC, 2 Lg Lasers, Hatchet	Overheat 1: +1 attack Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Berserker.) ECM (Units in groups including any with ECM each get+1 armor.) Hand-to-Hand 2 (Berserker has +2 attack, only usable against Units of the same speed or slower.)
Black Hawk A (Nova) (CE)	CommandersEdition	CE025	Common	Unit	Omni	Clan	7+1A+1M+1T		5	1	7	Moderate	50 tons	2 PPCs, Med Laser	Overheat 2: +2 attack Jump (-1 attack: +1 initiative) Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Black Hawk A.)
Black Hawk C Revised (Nova) (CE)	CommandersEdition	CE026	Uncommon	Unit	Omni	Clan	3+1A+1M+1T		3	1	7	Moderate	50 tons	Gauss Rifle, 4 SRMs	Jump (-1 attack: +1 initiative) Long-Range 1 (If Black Hawk C is blocked, it may deal 1 of its damage to the target.)
Black Hawk D (Nova) (CE)	CommandersEdition	CE027	Common	Unit	Omni	Clan	2+3A		0	1	7	Moderate	50 tons	20 LRMs, AC/5	Missile 2 Jump (-1 attack: +1 initiative)
Black Hawk Prime (Nova) (CE)	CommandersEdition	CE028	Common	Unit	Omni	Clan	13+1L +2M		7	1	7	Moderate	50 tons	12 Med Lasers	Overheat 4: +6 attack Jump (-1 attack: +1 initiative)
Black Knight (BL6-KNT) (CE)	CommandersEdition	CE029	Uncommon	Unit		Inner Sphere	5+2A		3	2	8	Slow	75 tons	PPC, 2 Lg Lasers, 4 Med Lasers	Overheat 3: +3 attack
Black Lanner Prime (CE)	CommandersEdition	CE030	Rare	Unit	Omni	Clan	7+3A+3M+3T		4	1	7	Fast	55 tons	Lg Laser, 2 Med Lasers	Overheat 2: +2 attack ECM (Units in groups including any with ECM each get+1 armor.)
Black Market Connections (CE)	CommandersEdition	CE031	Uncommon	Command	Resource		2			4	1				{T}: {R} {T}: Scrap two cards from your hand to put any card from your Scrapheap into your hand. Use this ability only during your Deploy phase.
Blackjack (BJ-2) (CE)	CommandersEdition	CE032	Common	Unit		Davion	3+2A		3	1	6	Slow	45 tons	2 Lg Lasers, 8 SRMs	Overheat 1: +1 attack Jump (-1 attack: +1 initiative)
Blackjack (BJ2-OB) (CE)	CommandersEdition	CE033	Uncommon	Unit	Omni	Inner Sphere	4		3	1	6	Slow	50 tons	Gauss Rifle, 10 LRMs	Jump (-1 attack: +1 initiative) C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack.) Long-Range 2 (If Blackjack is blocked, it may deal up to 2 of its damage to the target.)
Blitzkrieg (CE)	CommandersEdition	CE034	Rare	Mission		Marik									Play only when attacking. Remove from battle each blocking Unit that is not guarding and untap it. If no blocking Units remain, deal damage to the target as if unblocked. (Errata)
Blood of Kerensky (CE)	CommandersEdition	CE035	Uncommon	Command	Resource	Wolf	2+2P			5	1				{T}: {R} {T}: Look at the top two cards of your Stockpile, then restock one of them. Use this ability only during your Draw phase.
Blow the Pass! (CE)	CommandersEdition	CE036	Rare	Mission		Inner Sphere									Play only during battle. For each Unit, roll a die. Each Unit with the lowest die roll receives 5 damage.
Booty Cache (CE)	CommandersEdition	CE037	Rare	Command	Resource		2+4P			3	2				Whenever you damage an opponent's Stockpile, put a booty counter on this card. {T}: Remove any number of booty counters from this card to gain {R} {R} for each counter removed. Use this ability only during your Deploy phase.
Brutal Punch (CE)	CommandersEdition	CE038	Common	Mission		Inner Sphere									Play only during battle. One of your 'Mechs gets +X attack, where X is its base armor.
C3 Retrofit (CE)	CommandersEdition	CE039	Uncommon	Command	Enhancement	Inner Sphere	1+2T			0	-1				When you activate this card, put it on one of your Units. That Unit gets -1 structure and gains C3. (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack.) You may deploy this card revealed to make an additional deployment this turn.
Caesar Revised (CES-3R) (CE)	CommandersEdition	CE040	Common	Unit		Davion - Steiner	6		6	2	6	Slow	70 tons	Gauss Rifle, PPC, 2 Med Lasers	Long-Range 2 (If Caesar is blocked, it may deal up to 2 of its damage to the target.)
Candace Liao (CE)	CommandersEdition	CE041	Rare	Command	Unique	St. Ives	4+2P		1	4	2				No Subterfuge cards do anything when activated.
Catapult (CPLT-C1) (CE)	CommandersEdition	CE042	Uncommon	Unit		Liao	4		1	2	6	Slow	65 tons	4 Med Lasers, 30 LRMs	Missile 2 Overheat 1: +1 attack Jump (-1 attack: +1 initiative)
Catapult (CPLT-C3) (CE)	CommandersEdition	CE043	Common	Unit	Artillery	Liao	5		3	2	6	Slow	65 tons	4 Med Lasers, Arrow IV	Overheat 2: +2 attack Jump (-1 attack: +1 initiative) {T}: Choose any Unit or the target and deal 1 damage to it. Use this ability only during a mission.
Cauldron-Born A (CE)	CommandersEdition	CE044	Rare	Unit	Omni	Smoke Jaguar	10+3M		4	2	7	Moderate	65 tons	2 Lg Lasers, AC/20	Overheat 6: +6 attack Alpha Strike: +2 attack Long-Range 1 (If Cauldron-Born A is blocked, it may deal 1 of its damage to the target.)
Centurion (CN9-D) (CE)	CommandersEdition	CE045	Uncommon	Unit		Inner Sphere	2+2A		2	1	6	Moderate	50 tons	10 LRMs, AC/10	Alpha Strike: +2 attack
Cerberus (MR-V2) (CE)	CommandersEdition	CE046	Uncommon	Unit		Inner Sphere	9+3L		8	3	7	Slow	95 tons	2 Gauss Rifles, 4 Med Lasers	Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Cerberus.) Long-Range 2 (If Cerberus is blocked, it may deal up to 2 of its damage to the target.)
Charger Revised (CGR-3K) (CE)	CommandersEdition	CE047	Rare	Unit		Kurita	5+3A+3T		2	3	6	Moderate	80 tons	4 Med Lasers, 20 LRMs	Missile 2 Jump (-1 attack: +1 initiative)
Cicada (CDA-3M) (CE)	CommandersEdition	CE048	Common	Unit		Marik	1+1A		2	0	3	Fast	40 tons	2 Med Lasers, AC/5	()
Civilian Settlement (CE)	CommandersEdition	CE049	Uncommon	Command	Terrain - Enhancement	Inner Sphere	3+2P								When you activate this card, put it in one of your regions and scrap all other Terrain cards in that region. For every 3 damage dealt by attacking Units to your Units and/or the target, deal 1 damage to attacking player's Stockpile. Use this ability only during a mission whose target is in the region enhanced by this card.
Clint Revised (CLNT-2-3U) (CE)	CommandersEdition	CE050	Uncommon	Unit		Liao	1+1A+2T		3	1	3	Moderate	40 tons	PPC, 2 Med Lasers	Jump (-1 attack: +1 initiative) Long-Range 1 (If Clint is blocked, it may deal 1 of its damage to the target.)
Com Guard Response Team (CE)	CommandersEdition	CE051	Common	Mission		ComStar									The target gets +4 attack.
Commando (COM-5S) (CE)	CommandersEdition	CE052	Common	Unit		Steiner	0+1M		2	1	2	Moderate	25 tons	8 SRMs	()
